food_id,food_name,brand,categories,countries,collection_location,source,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,nutriscore,nova_group,serving_size,quantity,salt_g
168573,"Lemon grass (citronella), raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.82,25.31,0.49,,,6.0,0.054,,,,,
168574,"Beans, fava, in pod, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,7.92,17.63,0.73,7.5,9.21,25.0,0.104,,,,,
168575,"Grape leaves, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,5.6,17.31,2.12,11.0,6.3,9.0,0.081,,,,,
168576,"Peppers, jalapeno, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.91,6.5,0.37,2.8,4.12,3.0,0.029,,,,,
168577,"Peppers, chili, green, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,0.72,4.6,0.27,1.7,,397.0,0.017,,,,,
168578,"Peppers, hungarian, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.8,6.7,0.41,1.0,3.53,1.0,0.024,,,,,
168579,"Peppers, pasilla, dried",,,,USDA reference,USDA FoodData Central SR Legacy,,12.35,51.13,15.85,26.8,,89.0,,,,,,
168580,"Mushrooms, oyster, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,3.31,6.09,0.41,2.3,1.11,18.0,0.031,,,,,
168581,"Fungi, Cloud ears, dried",,,,USDA reference,USDA FoodData Central SR Legacy,,9.25,73.01,0.73,70.1,,35.0,,,,,,
168582,"Mushrooms, straw, canned, drained solids",,,,USDA reference,USDA FoodData Central SR Legacy,,3.83,4.64,0.68,2.5,,384.0,0.012,,,,,
168583,"Wasabi, root, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,4.8,23.54,0.63,7.8,,17.0,,,,,,
168584,"Fiddlehead ferns, frozen, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,4.31,5.74,0.35,,,0.0,,,,,,
168585,"Nuts, coconut meat, dried (desiccated), creamed",,,,USDA reference,USDA FoodData Central SR Legacy,,5.3,21.52,69.08,,,37.0,2.939,,,,,
168586,"Nuts, coconut meat, dried (desiccated), sweetened, shredded",,,,USDA reference,USDA FoodData Central SR Legacy,,2.88,47.67,35.49,4.5,43.17,262.0,1.51,,,,,
168587,"Seeds, sisymbrium sp. seeds, whole, dried",,,,USDA reference,USDA FoodData Central SR Legacy,,12.14,58.26,4.6,,,92.0,1.486,,,,,
168588,"Nuts, almond butter, plain, without salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,20.96,18.82,55.5,10.3,4.43,7.0,32.445,,,,,
168589,"Nuts, chestnuts, japanese, boiled and steamed",,,,USDA reference,USDA FoodData Central SR Legacy,,0.82,12.64,0.19,,,5.0,0.101,,,,,
168590,"Nuts, chestnuts, japanese, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,2.97,45.13,0.8,,,19.0,0.419,,,,,
168591,"Seeds, lotus seeds, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,4.13,17.28,0.53,,,1.0,0.104,,,,,
168592,"Nuts, almonds, honey roasted, unblanched",,,,USDA reference,USDA FoodData Central SR Legacy,,18.17,27.9,49.9,13.7,,130.0,32.402,,,,,
168593,"Seeds, sunflower seed kernels, oil roasted, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,20.06,22.89,51.3,10.6,3.11,303.0,8.063,,,,,
168594,"Seeds, sunflower seed kernels, toasted, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,17.21,20.59,56.8,11.5,,613.0,10.841,,,,,
168595,"Seeds, sunflower seed butter, with salt added (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,USDA FoodData Central SR Legacy,,17.28,23.32,55.2,5.7,10.54,331.0,39.025,,,,,
168596,"Nuts, almonds, dry roasted, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,20.96,21.01,52.54,10.9,4.86,234.0,33.076,,,,,
168597,"Nuts, cashew butter, plain, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,12.12,30.3,53.03,3.0,9.09,295.0,26.709,,,,,
168598,"Nuts, macadamia nuts, dry roasted, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,7.79,12.83,76.08,8.0,4.14,353.0,59.275,,,,,
168599,"Nuts, mixed nuts, dry roasted, with peanuts, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,17.3,25.35,51.45,9.0,4.8,345.0,31.395,,,,,
168600,"Nuts, mixed nuts, oil roasted, with peanuts, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,20.04,21.05,53.95,7.0,4.15,273.0,28.488,,,,,
168601,"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,18.55,53.75,19.4,18.4,,2541.0,6.032,,,,,
168602,"Nuts, almonds, oil roasted, lightly salted",,,,USDA reference,USDA FoodData Central SR Legacy,,21.23,17.68,55.17,10.5,4.55,143.0,34.794,,,,,
168603,"Nuts, almond butter, plain, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,20.96,18.82,55.5,10.3,6.27,227.0,32.445,,,,,
168604,"Seeds, sesame butter, tahini, type of kernels unspecified",,,,USDA reference,USDA FoodData Central SR Legacy,,17.4,21.5,53.01,4.7,,35.0,20.016,,,,,
168605,"Beef, retail cuts, separable fat, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,8.21,0.0,70.89,0.0,0.0,26.0,30.94,,,,,
168606,"Beef, retail cuts, separable fat, cooked",,,,USDA reference,USDA FoodData Central SR Legacy,,10.65,0.0,70.33,0.0,0.0,23.0,30.45,,,,,
168607,"Beef, brisket, whole, separable lean only, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.72,0.6,7.37,0.0,0.0,79.0,3.46,,,,,
168608,"Beef, grass-fed, ground, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.42,0.0,12.73,0.0,0.0,68.0,4.8,,,,,
168609,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.72,0.0,6.29,0.0,0.0,57.0,2.477,,,,,
168610,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,28.02,0.0,13.0,0.0,0.0,72.0,5.44,,,,,
168611,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.82,0.0,8.32,0.0,0.0,56.0,3.279,,,,,
168612,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,17.51,0.0,22.07,0.0,,56.0,9.58,,,,,
168613,"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,21.57,0.0,41.98,0.0,0.0,50.0,18.88,,,,,
168614,"Beef, rib, shortribs, separable lean only, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.05,0.4,10.19,0.0,,65.0,4.38,,,,,
168615,"Beef, rib, shortribs, separable lean only, choice, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,30.76,0.0,18.13,0.0,0.0,58.0,7.98,,,,,
168616,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.21,0.0,7.31,0.0,0.0,64.0,3.1,,,,,
168617,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, select, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.25,0.0,5.22,0.0,,64.0,2.22,,,,,
168618,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.65,0.0,11.36,0.0,0.0,67.0,5.034,,,,,
168619,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,22.1,0.0,7.27,0.0,0.0,35.0,3.091,,,,,
168620,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.48,0.0,11.05,0.0,0.0,68.0,5.159,,,,,
168621,"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.17,0.0,6.57,0.0,0.0,52.0,2.771,,,,,
168622,"Beef, variety meats and by-products, brain, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,10.86,1.05,10.3,0.0,0.0,126.0,1.89,,,,,
168623,"Beef, variety meats and by-products, brain, cooked, pan-fried",,,,USDA reference,USDA FoodData Central SR Legacy,,12.57,0.0,15.83,0.0,,158.0,3.98,,,,,
168624,"Beef, variety meats and by-products, brain, cooked, simmered",,,,USDA reference,USDA FoodData Central SR Legacy,,11.67,1.48,10.53,0.0,0.0,108.0,1.882,,,,,
168625,"Beef, variety meats and by-products, heart, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,17.72,0.14,3.94,0.0,0.0,98.0,1.137,,,,,
168626,"Beef, variety meats and by-products, liver, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,29.08,5.13,5.26,0.0,0.0,79.0,1.124,,,,,
168627,"Beef, variety meats and by-products, liver, cooked, pan-fried",,,,USDA reference,USDA FoodData Central SR Legacy,,26.52,5.16,4.68,0.0,0.0,77.0,1.106,,,,,
168628,"Beef, variety meats and by-products, lungs, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,16.2,0.0,2.5,0.0,,198.0,0.64,,,,,
168629,"Beef, variety meats and by-products, lungs, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,20.4,0.0,3.7,0.0,,101.0,0.95,,,,,
168630,"Beef, variety meats and by-products, mechanically separated beef, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,14.97,0.0,23.52,0.0,,57.0,8.44,,,,,
168631,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.16,0.0,9.12,0.0,0.0,57.0,4.002,,,,,
168632,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.53,0.0,8.41,0.0,0.0,61.0,3.875,,,,,
168633,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.65,0.0,8.8,0.0,0.0,63.0,3.604,,,,,
168634,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,30.55,0.0,5.79,0.0,0.0,64.0,2.31,,,,,
168635,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,30.29,0.0,6.55,0.0,0.0,63.0,2.615,,,,,
168636,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,30.8,0.0,5.03,0.0,0.0,66.0,2.006,,,,,
168637,"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,28.16,0.0,10.32,0.0,0.0,68.0,4.516,,,,,
168638,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,26.07,0.0,11.18,0.0,0.0,69.0,5.192,,,,,
168639,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,25.51,0.0,12.8,0.0,0.0,69.0,6.175,,,,,
168640,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,22.61,0.0,5.41,0.0,0.0,43.0,2.15,,,,,
168641,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,28.92,0.0,8.76,0.0,0.0,67.0,3.738,,,,,
168642,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,22.22,0.0,6.5,0.0,0.0,42.0,2.767,,,,,
168643,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.86,0.0,10.37,0.0,0.0,67.0,4.609,,,,,
168644,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,25.98,0.0,9.61,0.0,0.0,71.0,4.645,,,,,
168645,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,22.41,0.0,5.34,0.0,0.0,57.0,2.282,,,,,
168646,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.16,0.0,7.73,0.0,0.0,51.0,3.324,,,,,
168647,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.8,0.0,6.28,0.0,0.0,58.0,2.699,,,,,
168648,"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.93,0.0,6.05,0.0,0.0,63.0,2.416,,,,,
168649,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,30.09,0.0,3.77,0.0,0.0,75.0,1.794,,,,,
168650,"Beef, ground, 70% lean meat / 30% fat, patty cooked, pan-broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,22.86,0.0,15.54,0.0,0.0,92.0,7.325,,,,,
168651,"Beef, ground, 70% lean meat / 30% fat, patty, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,25.38,0.0,18.66,0.0,0.0,81.0,8.855,,,,,
168652,"Beef, ground, 70% lean meat / 30% fat, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,14.35,0.0,30.0,0.0,0.0,66.0,14.171,,,,,
168653,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.71,0.21,8.54,0.0,0.0,77.0,4.048,,,,,
168654,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,28.15,0.0,9.23,0.0,0.0,87.0,4.509,,,,,
168655,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.39,0.0,5.73,0.0,0.0,87.0,2.88,,,,,
168656,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.47,0.0,5.11,0.0,0.0,83.0,2.728,,,,,
168657,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.28,0.0,5.75,0.0,0.0,82.0,2.96,,,,,
168658,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.74,0.0,4.14,0.0,0.0,85.0,2.3,,,,,
168659,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.51,0.0,12.26,0.0,0.0,84.0,6.036,,,,,
168660,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.18,0.0,11.48,0.0,0.0,81.0,5.837,,,,,
168661,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.14,0.0,12.02,0.0,0.0,80.0,5.908,,,,,
168662,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.25,0.0,10.67,0.0,0.0,82.0,5.732,,,,,
168663,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, cooked",,,,USDA reference,USDA FoodData Central SR Legacy,,26.06,0.0,15.09,0.0,0.0,51.0,6.648,,,,,
168664,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,18.42,0.56,19.06,0.0,0.0,69.0,8.52,,,,,
168665,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,25.85,0.0,24.5,0.0,0.0,64.0,10.89,,,,,
168666,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,17.94,0.0,22.18,0.0,0.0,59.0,9.498,,,,,
168667,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,30.12,0.0,19.22,0.0,0.0,50.0,8.276,,,,,
168668,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.14,0.0,18.57,0.0,0.0,63.0,7.95,,,,,
168669,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,30.2,0.0,19.93,0.0,0.0,49.0,8.583,,,,,
168670,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.33,0.0,17.39,0.0,0.0,62.0,7.444,,,,,
168671,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,26.37,0.0,27.26,0.0,0.0,64.0,11.78,,,,,
168672,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,17.37,0.0,17.33,0.0,0.0,69.0,7.6,,,,,
168673,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,27.33,0.0,22.35,0.0,0.0,66.0,9.66,,,,,
168674,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,26.65,0.0,8.46,0.0,0.0,80.0,4.167,,,,,
168675,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,16.34,0.0,27.93,0.0,,54.0,12.02,,,,,
168676,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,22.26,0.0,28.5,0.0,,63.0,12.12,,,,,
168677,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,22.6,0.0,29.79,0.0,0.0,64.0,12.8,,,,,
168678,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,16.75,0.0,23.95,0.0,,55.0,10.32,,,,,
168679,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,22.57,0.0,33.7,0.0,,65.0,14.69,,,,,
168680,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,16.26,0.0,27.29,0.0,,55.0,11.69,,,,,
168681,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,21.55,0.0,27.22,0.0,,64.0,11.51,,,,,
168682,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,23.01,0.0,28.51,0.0,0.0,64.0,12.2,,,,,
168683,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,21.55,0.0,25.71,0.0,,64.0,10.85,,,,,
168684,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,23.4,0.0,25.84,0.0,,65.0,11.06,,,,,
168685,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,15.77,0.0,33.26,0.0,,53.0,14.37,,,,,
168686,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,20.65,0.0,34.97,0.0,,62.0,15.29,,,,,
168687,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,22.86,0.0,32.74,0.0,,64.0,14.29,,,,,
168688,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,24.53,0.0,22.09,0.0,0.0,49.0,9.208,,,,,
168689,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,22.28,0.0,29.21,0.0,,63.0,12.63,,,,,
168690,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.56,0.0,18.0,0.0,0.0,49.0,7.708,,,,,
168691,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.17,0.0,18.0,0.0,0.0,58.0,7.502,,,,,
168692,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.7,0.0,9.29,0.0,0.0,88.0,4.191,,,,,
168693,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.16,0.0,7.25,0.0,0.0,82.0,3.771,,,,,
168694,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.56,0.0,11.92,0.0,0.0,54.0,5.14,,,,,
168695,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.54,0.0,12.98,0.0,0.0,62.0,5.56,,,,,
168696,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,26.41,0.0,11.64,0.0,0.0,35.0,4.964,,,,,
168697,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.71,0.0,12.15,0.0,0.0,53.0,5.251,,,,,
168698,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,32.85,0.0,12.56,0.0,0.0,42.0,5.355,,,,,
168699,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,26.05,0.0,12.44,0.0,0.0,34.0,5.304,,,,,
168700,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.68,0.0,10.93,0.0,0.0,60.0,4.723,,,,,
168701,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.68,0.0,8.91,0.0,0.0,55.0,3.851,,,,,
168702,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,28.48,0.0,10.05,0.0,0.0,37.0,4.285,,,,,
168703,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.3,0.08,7.57,0.0,0.0,62.0,3.271,,,,,
168704,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,28.13,0.0,9.26,0.0,0.0,37.0,3.949,,,,,
168705,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.74,0.0,10.39,0.0,0.0,58.0,4.45,,,,,
168706,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,27.63,0.0,10.24,0.0,0.0,64.0,4.22,,,,,
168707,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.07,0.0,7.94,0.0,0.0,81.0,4.207,,,,,
168708,"Beef, round, top round, separable lean only, trimmed to 1/8"" fat, choice, cooked, pan-fried",,,,USDA reference,USDA FoodData Central SR Legacy,,33.93,2.03,8.33,0.0,0.0,65.0,3.031,,,,,
168709,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,34.09,0.0,11.61,0.0,0.0,45.0,4.76,,,,,
168710,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",,,,USDA reference,USDA FoodData Central SR Legacy,,30.7,0.0,10.27,0.0,0.0,40.0,4.379,,,,,
168711,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",,,,USDA reference,USDA FoodData Central SR Legacy,,32.99,0.0,13.83,0.0,0.0,68.0,5.18,,,,,
168712,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,22.18,0.0,7.68,0.0,0.0,63.0,3.317,,,,,
