food_id,food_name,brand,categories,countries,collection_location,source,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,nutriscore,nova_group,serving_size,quantity,salt_g
173358,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,26.07,0.0,8.11,0.0,0.0,59.0,3.38,,,,,
173359,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.38,0.0,9.22,0.0,0.0,75.0,3.616,,,,,
173360,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,25.29,0.0,11.52,0.0,0.0,76.0,4.568,,,,,
173361,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.74,0.0,6.85,0.0,0.0,54.0,2.497,,,,,
173362,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,26.88,0.0,8.13,0.0,0.0,51.0,2.983,,,,,
173363,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.98,0.0,5.21,0.0,0.0,53.0,2.014,,,,,
173364,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,28.01,0.0,5.17,0.0,0.0,60.0,2.006,,,,,
173365,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.54,0.0,6.22,0.0,0.0,58.0,2.136,,,,,
173366,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,26.22,0.0,7.2,0.0,0.0,59.0,2.933,,,,,
173367,"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.69,0.0,4.0,0.0,0.0,61.0,1.881,,,,,
173368,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,24.93,0.0,12.79,0.0,0.0,77.0,5.33,,,,,
173369,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.93,0.0,5.89,0.0,0.0,54.0,2.336,,,,,
173370,"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.12,0.0,6.78,0.0,0.0,52.0,2.712,,,,,
173371,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.59,0.0,5.53,0.0,0.0,62.0,2.503,,,,,
173372,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,28.72,0.0,9.68,0.0,0.0,59.0,4.037,,,,,
173373,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.99,0.0,12.69,0.0,0.0,63.0,5.49,,,,,
173374,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.17,0.0,8.82,0.0,0.0,66.0,3.943,,,,,
173375,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.56,0.0,13.72,0.0,0.0,64.0,6.088,,,,,
173376,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,18.74,0.19,14.53,0.0,0.0,67.0,6.082,,,,,
173377,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.03,0.0,20.28,0.0,0.0,71.0,7.979,,,,,
173378,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,18.47,0.17,15.26,0.0,0.0,68.0,6.363,,,,,
173379,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,28.65,0.0,17.1,0.0,0.0,70.0,6.639,,,,,
173380,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.44,0.0,8.5,0.0,0.0,56.0,3.576,,,,,
173381,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.18,0.0,8.31,0.0,0.0,59.0,4.015,,,,,
173382,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,22.46,0.0,5.78,0.0,0.0,55.0,2.83,,,,,
173383,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",,,,USDA reference,USDA FoodData Central SR Legacy,,28.36,0.0,20.57,0.0,0.0,68.0,9.271,,,,,
173384,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.71,0.2,15.73,0.0,0.0,59.0,6.752,,,,,
173385,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,22.71,0.0,24.7,0.0,0.0,60.0,11.62,,,,,
173386,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,23.19,0.0,23.47,0.0,0.0,59.0,11.609,,,,,
173387,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,22.9,0.0,24.2,0.0,0.0,60.0,11.616,,,,,
173388,"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,23.53,0.0,23.61,0.0,0.0,62.0,11.184,,,,,
173389,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,18.44,0.0,19.34,0.0,0.0,55.0,9.399,,,,,
173390,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,22.92,0.0,23.52,0.0,0.0,54.0,11.247,,,,,
173391,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,24.83,0.0,19.25,0.0,0.0,54.0,9.426,,,,,
173392,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,23.69,0.0,21.81,0.0,0.0,54.0,10.519,,,,,
173393,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,18.39,0.0,19.95,0.0,0.0,50.0,9.322,,,,,
173394,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.55,0.0,16.9,0.0,0.0,50.0,8.092,,,,,
173395,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,29.36,0.0,14.2,0.0,0.0,63.0,6.278,,,,,
173396,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,28.9,0.0,15.3,0.0,0.0,63.0,6.927,,,,,
173397,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.06,0.0,20.47,0.0,0.0,70.0,8.235,,,,,
173398,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,26.46,0.0,21.62,0.0,0.0,70.0,8.732,,,,,
173399,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,27.95,0.0,18.75,0.0,0.0,69.0,7.49,,,,,
173400,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,17.98,0.35,17.59,0.0,0.0,65.0,7.73,,,,,
173401,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",,,,USDA reference,USDA FoodData Central SR Legacy,,26.29,0.0,15.9,0.0,0.0,58.0,7.786,,,,,
173402,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,19.26,0.12,16.71,0.0,0.0,52.0,7.88,,,,,
173403,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,18.69,0.2,18.43,0.0,0.0,51.0,8.611,,,,,
173404,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,20.12,0.0,14.14,0.0,0.0,52.0,6.773,,,,,
173405,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,15.75,0.9,29.89,0.0,0.0,53.0,14.553,,,,,
173406,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,16.75,0.6,26.23,0.0,0.0,52.0,12.698,,,,,
173407,"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",,,,USDA reference,USDA FoodData Central SR Legacy,,28.97,0.0,6.37,0.0,0.0,57.0,2.693,,,,,
173408,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,23.03,0.0,4.4,0.0,0.0,65.0,1.917,,,,,
173409,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,21.44,0.0,4.68,0.0,0.0,52.0,2.083,,,,,
173410,"Butter, salted",,,,USDA reference,USDA FoodData Central SR Legacy,,0.85,0.06,81.11,0.0,0.06,643.0,21.021,,,,,
173411,"Butter, whipped, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.49,0.0,78.3,0.0,0.06,583.0,19.874,,,,,
173412,"Butter oil, anhydrous",,,,USDA reference,USDA FoodData Central SR Legacy,,0.28,0.0,99.48,0.0,0.0,2.0,28.732,,,,,
173413,"Cheese, caraway",,,,USDA reference,USDA FoodData Central SR Legacy,,25.18,3.06,29.2,0.0,,690.0,8.275,,,,,
173414,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,USDA FoodData Central SR Legacy,,22.87,3.37,33.31,0.0,0.48,653.0,9.391,,,,,
173415,"Cheese, cheshire",,,,USDA reference,USDA FoodData Central SR Legacy,,23.37,4.78,30.6,0.0,,700.0,8.671,,,,,
173416,"Cheese, colby",,,,USDA reference,USDA FoodData Central SR Legacy,,23.76,2.57,32.11,0.0,0.52,604.0,9.28,,,,,
173417,"Cheese, cottage, lowfat, 1% milkfat",,,,USDA reference,USDA FoodData Central SR Legacy,,12.39,2.72,1.02,0.0,2.72,406.0,0.291,,,,,
173418,"Cheese, cream",,,,USDA reference,USDA FoodData Central SR Legacy,,6.15,5.52,34.44,0.0,3.76,314.0,8.907,,,,,
173419,"Cheese, edam",,,,USDA reference,USDA FoodData Central SR Legacy,,24.99,1.43,28.57,0.0,0.0,973.0,8.125,,,,,
173420,"Cheese, feta",,,,USDA reference,USDA FoodData Central SR Legacy,,14.21,3.88,21.49,0.0,0.0,1139.0,4.623,,,,,
173421,"Egg, yolk, raw, frozen, pasteurized",,,,USDA reference,USDA FoodData Central SR Legacy,,15.53,0.81,25.6,0.0,0.16,67.0,9.956,,,,,
173422,"Egg, yolk, raw, frozen, sugared, pasteurized",,,,USDA reference,USDA FoodData Central SR Legacy,,13.87,10.95,22.82,0.0,10.3,70.0,8.885,,,,,
173423,"Egg, whole, cooked, fried",,,,USDA reference,USDA FoodData Central SR Legacy,,13.61,0.83,14.84,0.0,0.4,207.0,6.182,,,,,
173424,"Egg, whole, cooked, hard-boiled",,,,USDA reference,USDA FoodData Central SR Legacy,,12.58,1.12,10.61,0.0,1.12,124.0,4.077,,,,,
173425,"Egg, whole, dried, stabilized, glucose reduced",,,,USDA reference,USDA FoodData Central SR Legacy,,48.17,2.38,43.95,0.0,,548.0,17.564,,,,,
173426,"Egg, white, dried, flakes, stabilized, glucose reduced",,,,USDA reference,USDA FoodData Central SR Legacy,,76.92,4.17,0.04,0.0,0.0,1156.0,0.0,,,,,
173427,"Egg, white, dried, powder, stabilized, glucose reduced",,,,USDA reference,USDA FoodData Central SR Legacy,,82.4,4.47,0.04,0.0,0.0,1238.0,0.0,,,,,
173428,"Egg, yolk, dried",,,,USDA reference,USDA FoodData Central SR Legacy,,33.63,0.66,59.13,0.0,0.23,149.0,23.377,,,,,
173429,"Egg substitute, powder",,,,USDA reference,USDA FoodData Central SR Legacy,,55.5,21.8,13.0,0.0,21.8,800.0,5.341,,,,,
173430,"Butter, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.85,0.06,81.11,0.0,0.06,11.0,23.43,,,,,
173431,"Cheese, parmesan, shredded",,,,USDA reference,USDA FoodData Central SR Legacy,,37.86,3.41,27.34,0.0,0.9,1696.0,8.734,,,,,
173432,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",,,,USDA reference,USDA FoodData Central SR Legacy,,3.37,4.86,0.18,0.0,5.09,42.0,0.047,,,,,
173433,"Cheese, goat, semisoft type",,,,USDA reference,USDA FoodData Central SR Legacy,,21.58,0.12,29.84,0.0,0.12,415.0,6.808,,,,,
173434,"Yogurt, Greek, 2% fat, key lime blend, CHOBANI",,,,USDA reference,USDA FoodData Central SR Legacy,,7.75,11.91,1.47,0.5,,40.0,0.32,,,,,
173435,"Cheese, goat, soft type",,,,USDA reference,USDA FoodData Central SR Legacy,,18.52,0.0,21.08,0.0,0.0,459.0,4.807,,,,,
173436,"Egg, yolk, raw, frozen, salted, pasteurized",,,,USDA reference,USDA FoodData Central SR Legacy,,14.07,1.77,22.93,0.0,0.07,3487.0,9.07,,,,,
173437,"Cheese, mexican, queso asadero",,,,USDA reference,USDA FoodData Central SR Legacy,,22.6,4.13,25.0,0.0,0.0,607.0,8.038,,,,,
173438,"Cheese, mexican, queso chihuahua",,,,USDA reference,USDA FoodData Central SR Legacy,,21.56,5.56,29.68,0.0,5.56,617.0,8.443,,,,,
173439,"Cheese, low fat, cheddar or colby",,,,USDA reference,USDA FoodData Central SR Legacy,,24.35,1.91,7.0,0.0,0.52,873.0,2.082,,,,,
173440,"Cheese, low-sodium, cheddar or colby",,,,USDA reference,USDA FoodData Central SR Legacy,,24.35,1.91,32.62,0.0,0.49,21.0,9.189,,,,,
173441,"Milk, fluid, 1% fat, without added vitamin A and vitamin D",,,,USDA reference,USDA FoodData Central SR Legacy,,3.37,4.99,0.97,0.0,5.2,44.0,0.277,,,,,
173442,"Sour cream, reduced fat",,,,USDA reference,USDA FoodData Central SR Legacy,,7.0,7.0,14.1,0.0,0.3,70.0,4.1,,,,,
173443,"Sour cream, light",,,,USDA reference,USDA FoodData Central SR Legacy,,3.5,7.1,10.6,0.0,0.22,83.0,3.1,,,,,
173444,"Sour cream, fat free",,,,USDA reference,USDA FoodData Central SR Legacy,,3.1,15.6,0.0,0.0,0.39,141.0,0.0,,,,,
173445,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener",,,,USDA reference,USDA FoodData Central SR Legacy,,3.86,7.5,0.18,0.0,7.5,59.0,0.049,,,,,
173446,KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,,,,USDA reference,USDA FoodData Central SR Legacy,,16.3,16.2,9.5,0.2,8.2,1705.0,,,,,,
173447,KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,,,,USDA reference,USDA FoodData Central SR Legacy,,22.7,11.7,1.0,0.2,6.7,1298.0,,,,,,
173448,KRAFT VELVEETA Pasteurized Process Cheese Spread,,,,USDA reference,USDA FoodData Central SR Legacy,,16.3,9.8,22.0,0.0,8.1,1499.0,,,,,,
173449,KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,,,,USDA reference,USDA FoodData Central SR Legacy,,19.6,11.8,10.6,0.0,8.5,1586.0,,,,,,
173450,"Milk, chocolate, fluid, commercial, reduced fat, with added calcium",,,,USDA reference,USDA FoodData Central SR Legacy,,2.99,12.13,1.9,0.7,9.55,66.0,0.455,,,,,
173451,"Yogurt, fruit, lowfat, with low calorie sweetener",,,,USDA reference,USDA FoodData Central SR Legacy,,4.86,18.6,1.41,0.0,2.9,58.0,0.387,,,,,
173452,"Cheese, parmesan, dry grated, reduced fat",,,,USDA reference,USDA FoodData Central SR Legacy,,20.0,1.37,20.0,0.0,0.0,1529.0,6.098,,,,,
173453,"Cream substitute, flavored, liquid",,,,USDA reference,USDA FoodData Central SR Legacy,,0.69,35.07,13.5,1.1,33.04,67.0,4.002,,,,,
173454,"Milk, dry, whole, without added vitamin D",,,,USDA reference,USDA FoodData Central SR Legacy,,26.32,38.42,26.71,0.0,38.42,371.0,7.924,,,,,
173455,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",,,,USDA reference,USDA FoodData Central SR Legacy,,17.6,10.6,14.1,0.0,8.02,1201.0,4.13,,,,,
173456,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D",,,,USDA reference,USDA FoodData Central SR Legacy,,3.98,18.64,1.15,0.0,18.64,53.0,0.316,,,,,
173457,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",,,,USDA reference,USDA FoodData Central SR Legacy,,4.37,19.05,1.08,0.0,19.05,58.0,0.297,,,,,
173458,"Yogurt, fruit variety, nonfat, fortified with vitamin D",,,,USDA reference,USDA FoodData Central SR Legacy,,4.4,19.0,0.2,0.0,19.0,58.0,0.05,,,,,
173459,"Protein supplement, milk based, Muscle Milk, powder",,,,USDA reference,USDA FoodData Central SR Legacy,,45.71,18.5,17.14,7.1,5.71,329.0,12.105,,,,,
173460,"Protein supplement, milk based, Muscle Milk Light, powder",,,,USDA reference,USDA FoodData Central SR Legacy,,50.0,22.0,12.0,2.0,4.0,250.0,8.474,,,,,
173461,Dulce de Leche,,,,USDA reference,USDA FoodData Central SR Legacy,,6.84,55.35,7.35,0.0,49.74,129.0,2.143,,,,,
173462,"Egg substitute, liquid or frozen, fat free",,,,USDA reference,USDA FoodData Central SR Legacy,,10.0,2.0,0.0,0.0,2.0,199.0,0.0,,,,,
173463,"Yogurt, vanilla flavor, lowfat milk, sweetened with low calorie sweetener",,,,USDA reference,USDA FoodData Central SR Legacy,,4.93,13.8,1.25,0.0,5.43,66.0,0.313,,,,,
173464,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",,,,USDA reference,USDA FoodData Central SR Legacy,,4.4,19.7,0.8,2.0,12.61,81.0,0.205,,,,,
173465,"Ice cream, soft serve, chocolate",,,,USDA reference,USDA FoodData Central SR Legacy,,4.1,22.2,13.0,0.7,21.16,61.0,3.49,,,,,
173466,"Ice cream, bar or stick, chocolate covered",,,,USDA reference,USDA FoodData Central SR Legacy,,4.1,24.5,24.1,0.8,18.3,68.0,6.387,,,,,
173467,"Fat free ice cream, no sugar added, flavors other than chocolate",,,,USDA reference,USDA FoodData Central SR Legacy,,4.41,28.86,0.0,7.4,8.82,110.0,0.0,,,,,
173468,"Salt, table",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,0.0,0.0,0.0,0.0,38758.0,0.0,,,,,
173469,"Vinegar, cider",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,0.93,0.0,0.0,0.4,5.0,0.0,,,,,
173470,"Thyme, fresh",,,,USDA reference,USDA FoodData Central SR Legacy,,5.56,24.45,1.68,14.0,,9.0,0.081,,,,,
173471,Vanilla extract,,,,USDA reference,USDA FoodData Central SR Legacy,,0.06,12.65,0.06,0.0,12.65,9.0,0.01,,,,,
173472,"Horseradish, prepared",,,,USDA reference,USDA FoodData Central SR Legacy,,1.18,11.29,0.69,3.3,7.99,420.0,0.13,,,,,
173473,"Rosemary, fresh",,,,USDA reference,USDA FoodData Central SR Legacy,,3.31,20.7,5.86,14.1,,26.0,1.16,,,,,
173474,"Peppermint, fresh",,,,USDA reference,USDA FoodData Central SR Legacy,,3.75,14.89,0.94,8.0,,31.0,0.033,,,,,
173475,"Spearmint, fresh",,,,USDA reference,USDA FoodData Central SR Legacy,,3.29,8.41,0.73,6.8,,30.0,0.025,,,,,
173476,"Seasoning mix, dry, chili, original",,,,USDA reference,USDA FoodData Central SR Legacy,,10.82,56.56,7.3,10.8,8.67,4616.0,,,,,,
173477,Clif Z bar,,,,USDA reference,USDA FoodData Central SR Legacy,,5.55,74.72,9.72,8.3,30.56,375.0,2.447,,,,,
173478,"Babyfood, juice treats, fruit medley, toddler",,,,USDA reference,USDA FoodData Central SR Legacy,,0.0,86.68,0.02,0.0,57.4,89.0,0.0,,,,,
173479,"Babyfood, meat, beef, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,12.03,2.43,2.52,0.0,0.0,41.0,0.95,,,,,
173480,"Babyfood, meat, ham, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,11.3,3.7,3.8,0.0,0.0,44.0,1.804,,,,,
173481,"Babyfood, meat, lamb, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,14.07,0.85,3.41,0.0,0.0,43.0,1.27,,,,,
173482,"Babyfood, meat, lamb, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,15.2,0.0,5.2,0.0,0.0,42.0,2.06,,,,,
173483,"Babyfood, meat, chicken, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,13.7,0.1,7.9,0.0,0.0,49.0,3.56,,,,,
173484,"Babyfood, meat, turkey sticks, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,13.7,1.4,14.2,0.2,1.4,295.0,4.671,,,,,
173485,"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",,,,USDA reference,USDA FoodData Central SR Legacy,,0.82,76.61,2.24,2.0,68.65,14.0,0.092,,,,,
173486,"Babyfood, meat, meat sticks, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,13.4,1.1,14.6,0.2,0.8,267.0,6.48,,,,,
173487,"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic",,,,USDA reference,USDA FoodData Central SR Legacy,,1.1,14.82,0.0,1.2,9.09,20.0,0.0,,,,,
173488,"Babyfood, dinner, vegetables and dumplings and beef, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,2.1,8.0,0.8,,0.0,52.0,,,,,,
173489,"Babyfood, dinner, beef lasagna, toddler",,,,USDA reference,USDA FoodData Central SR Legacy,,4.2,10.0,2.1,,0.0,41.0,,,,,,
173490,"Babyfood, dinner, macaroni and tomato and beef, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,2.36,9.45,1.47,1.2,2.09,38.0,0.594,,,,,
173491,"Babyfood, dinner, macaroni and tomato and beef, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,2.5,9.4,1.1,1.1,2.43,35.0,0.447,,,,,
173492,"Babyfood, dinner, spaghetti and tomato and meat, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,2.57,11.42,1.37,1.1,2.72,30.0,0.497,,,,,
173493,"Babyfood, dinner, spaghetti and tomato and meat, toddler",,,,USDA reference,USDA FoodData Central SR Legacy,,5.3,10.8,1.0,,,239.0,,,,,,
173494,"Babyfood, dinner, vegetables and beef, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,2.21,8.84,3.6,1.3,2.34,31.0,0.82,,,,,
173495,"Babyfood, dinner, vegetables and beef, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,2.21,8.84,3.6,1.3,2.34,31.0,1.289,,,,,
173496,"Babyfood, dinner, chicken soup, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,1.6,7.2,1.7,1.1,1.72,16.0,0.425,,,,,
173497,"Babyfood, dinner, chicken stew, toddler",,,,USDA reference,USDA FoodData Central SR Legacy,,5.2,6.4,3.7,0.6,1.68,25.0,1.7,,,,,
173498,"Babyfood, dinner, vegetables chicken, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,2.47,8.42,1.73,2.1,1.58,24.0,0.712,,,,,
173499,"Babyfood, dinner, vegetables, noodles and chicken, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,2.0,7.9,2.5,1.1,,20.0,,,,,,
173500,"Babyfood, dinner, turkey and rice, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,2.37,9.57,0.92,1.0,1.25,23.0,0.304,,,,,
173501,"Babyfood, dinner, vegetables and turkey, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,2.32,7.62,0.9,1.5,1.54,20.0,0.294,,,,,
173502,"Babyfood, dinner, vegetables and turkey, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,1.72,7.55,1.74,0.9,1.36,45.0,0.687,,,,,
173503,"Babyfood, dinner, macaroni and cheese, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,3.14,8.95,2.11,0.7,1.27,88.0,0.581,,,,,
173504,"Babyfood, vegetable, green beans and potatoes",,,,USDA reference,USDA FoodData Central SR Legacy,,2.2,9.0,1.9,1.4,2.35,18.0,0.539,,,,,
173505,"Babyfood, vegetables, beets, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,1.3,7.7,0.1,1.9,6.09,83.0,0.019,,,,,
173506,"Babyfood, vegetables, carrots, strained",,,,USDA reference,USDA FoodData Central SR Legacy,,0.8,6.0,0.1,1.7,3.64,69.0,0.004,,,,,
173507,"Babyfood, vegetables, carrots, junior",,,,USDA reference,USDA FoodData Central SR Legacy,,0.8,7.2,0.2,1.7,3.16,49.0,0.009,,,,,
