food_id,food_name,brand,categories,countries,collection_location,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,salt_g,nutriscore,nova_group,serving_size,quantity,source
170262,"Ice creams, BREYERS, No Sugar Added, Butter Pecan",,,,USDA reference,,3.99,21.3,10.3,0.9,5.9,164.0,,,,,,,USDA FoodData Central SR Legacy
170263,"Ice creams, BREYERS, No Sugar Added, French Vanilla",,,,USDA reference,,4.5,20.75,7.05,0.5,7.7,87.0,,,,,,,USDA FoodData Central SR Legacy
170264,"Ice creams, BREYERS, No Sugar Added, Vanilla",,,,USDA reference,,3.68,21.92,6.2,0.5,6.09,66.0,,,,,,,USDA FoodData Central SR Legacy
170265,"Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl",,,,USDA reference,,3.53,25.63,5.68,0.8,5.49,72.0,,,,,,,USDA FoodData Central SR Legacy
170266,"Frozen novelties, No Sugar Added CREAMSICLE Pops",,,,USDA reference,,3.69,12.88,0.61,3.6,2.75,41.0,,,,,,,USDA FoodData Central SR Legacy
170267,"Frozen novelties, Sugar Free, CREAMSICLE Pops",,,,USDA reference,,1.37,11.95,2.33,7.5,0.43,6.0,,,,,,,USDA FoodData Central SR Legacy
170268,"Ice creams, BREYERS, All Natural Light French Chocolate",,,,USDA reference,,5.3,29.68,7.28,1.0,24.04,75.0,,,,,,,USDA FoodData Central SR Legacy
170269,"Ice creams, BREYERS, 98% Fat Free Chocolate",,,,USDA reference,,3.89,30.18,2.17,5.8,20.29,75.0,,,,,,,USDA FoodData Central SR Legacy
170270,"Ice creams, regular, low carbohydrate, chocolate",,,,USDA reference,,3.8,26.8,12.7,4.8,6.35,76.0,3.21,,,,,,USDA FoodData Central SR Legacy
170271,"Chocolate, dark, 45- 59% cacao solids",,,,USDA reference,,4.88,61.17,31.28,7.0,47.9,24.0,9.54,,,,,,USDA FoodData Central SR Legacy
170272,"Chocolate, dark, 60-69% cacao solids",,,,USDA reference,,6.12,52.42,38.31,8.0,36.71,10.0,11.522,,,,,,USDA FoodData Central SR Legacy
170273,"Chocolate, dark, 70-85% cacao solids",,,,USDA reference,,7.79,45.9,42.63,10.9,23.99,20.0,12.781,,,,,,USDA FoodData Central SR Legacy
170274,"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",,,,USDA reference,,5.09,59.97,32.2,7.2,46.14,23.0,9.801,,,,,,USDA FoodData Central SR Legacy
170275,"Candies, crispy bar with peanut butter filling",,,,USDA reference,,9.53,55.53,31.34,3.3,40.33,264.0,10.82,,,,,,USDA FoodData Central SR Legacy
170276,"Syrup, maple, Canadian",,,,USDA reference,,0.0,67.38,0.0,0.0,59.92,9.0,,,,,,,USDA FoodData Central SR Legacy
170277,"Sweetener, syrup, agave",,,,USDA reference,,0.09,76.37,0.45,0.2,68.03,4.0,0.0,,,,,,USDA FoodData Central SR Legacy
170278,"Candies, NESTLE, BUTTERFINGER Crisp",,,,USDA reference,,6.67,68.45,18.33,1.7,48.33,13.0,4.465,,,,,,USDA FoodData Central SR Legacy
170279,"Candies, fruit snacks, with high vitamin C",,,,USDA reference,,0.08,87.97,0.0,0.0,68.18,23.0,0.0,,,,,,USDA FoodData Central SR Legacy
170280,"Jams, preserves, marmalades, sweetened with fruit juice",,,,USDA reference,,0.0,52.93,0.0,0.9,42.0,0.0,0.0,,,,,,USDA FoodData Central SR Legacy
170281,"Candies, Tamarind",,,,USDA reference,,0.0,91.96,0.0,2.5,78.57,1643.0,0.0,,,,,,USDA FoodData Central SR Legacy
170282,"Candies, coconut bar, not chocolate covered",,,,USDA reference,,2.13,55.87,27.65,6.4,36.16,128.0,0.328,,,,,,USDA FoodData Central SR Legacy
170283,"Barley, hulled",,,,USDA reference,,12.48,73.48,2.3,17.3,0.8,12.0,0.295,,,,,,USDA FoodData Central SR Legacy
170284,"Barley, pearled, raw",,,,USDA reference,,9.91,77.72,1.16,15.6,0.8,9.0,0.149,,,,,,USDA FoodData Central SR Legacy
170285,"Barley, pearled, cooked",,,,USDA reference,,2.26,28.22,0.44,3.8,0.28,3.0,0.057,,,,,,USDA FoodData Central SR Legacy
170286,Buckwheat,,,,USDA reference,,13.25,71.5,3.4,10.0,,1.0,1.04,,,,,,USDA FoodData Central SR Legacy
170287,"Bulgur, cooked",,,,USDA reference,,3.08,18.58,0.24,4.5,0.1,5.0,0.031,,,,,,USDA FoodData Central SR Legacy
170288,"Corn grain, yellow",,,,USDA reference,,9.42,74.26,4.74,7.3,0.64,35.0,1.251,,,,,,USDA FoodData Central SR Legacy
170289,"Corn bran, crude",,,,USDA reference,,8.36,85.64,0.92,79.0,0.0,7.0,0.243,,,,,,USDA FoodData Central SR Legacy
170290,"Corn flour, whole-grain, yellow",,,,USDA reference,,6.93,76.85,3.86,7.3,0.64,5.0,1.018,,,,,,USDA FoodData Central SR Legacy
170291,"Fast foods, nachos, with cheese",,,,USDA reference,,4.32,34.91,21.5,3.2,2.17,313.0,14.02,,,,,,USDA FoodData Central SR Legacy
170292,"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",,,,USDA reference,,6.21,21.39,12.48,3.7,1.63,348.0,6.661,,,,,,USDA FoodData Central SR Legacy
170293,"Fast foods, cheeseburger, double, regular patty and bun, with condiments",,,,USDA reference,,16.24,17.97,16.18,1.0,4.16,617.0,6.001,,,,,,USDA FoodData Central SR Legacy
170294,"Fast foods, cheeseburger; single, large patty; plain",,,,USDA reference,,17.29,24.07,15.97,1.7,4.67,481.0,5.769,,,,,,USDA FoodData Central SR Legacy
170295,"Fast foods, chicken fillet sandwich, plain with pickles",,,,USDA reference,,16.28,20.89,11.19,1.4,3.64,753.0,4.481,,,,,,USDA FoodData Central SR Legacy
170296,"Fast foods, fish sandwich, with tartar sauce",,,,USDA reference,,10.29,26.69,12.45,1.0,3.53,602.0,2.595,,,,,,USDA FoodData Central SR Legacy
170297,"Fast foods, fish sandwich, with tartar sauce and cheese",,,,USDA reference,,11.26,26.39,14.64,0.8,3.67,434.0,4.005,,,,,,USDA FoodData Central SR Legacy
170298,"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",,,,USDA reference,,12.17,20.34,2.73,0.7,3.0,329.0,0.789,,,,,,USDA FoodData Central SR Legacy
170299,"Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato",,,,USDA reference,,12.33,15.95,12.04,0.7,1.93,329.0,2.663,,,,,,USDA FoodData Central SR Legacy
170300,"Fast foods, coleslaw",,,,USDA reference,,0.95,14.89,9.91,1.9,12.19,203.0,2.671,,,,,,USDA FoodData Central SR Legacy
170301,"Fast foods, hush puppies",,,,USDA reference,,6.16,40.21,13.25,2.9,3.8,813.0,7.806,,,,,,USDA FoodData Central SR Legacy
170302,"Fast food, biscuit",,,,USDA reference,,7.08,42.82,18.92,2.5,3.88,979.0,2.487,,,,,,USDA FoodData Central SR Legacy
170303,"CHICK-FIL-A, Chick-n-Strips",,,,USDA reference,,21.4,10.39,11.2,0.9,1.24,577.0,6.165,,,,,,USDA FoodData Central SR Legacy
170304,"CHICK-FIL-A, hash browns",,,,USDA reference,,3.0,30.51,18.5,3.2,0.54,454.0,10.7,,,,,,USDA FoodData Central SR Legacy
170305,"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Cheese Pizza, frozen",,,,USDA reference,,13.89,27.1,8.81,2.7,4.77,400.0,2.29,,,,,,USDA FoodData Central SR Legacy
170306,"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",,,,USDA reference,,10.91,22.54,2.37,1.2,6.06,305.0,0.642,,,,,,USDA FoodData Central SR Legacy
170307,"SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato",,,,USDA reference,,10.66,20.36,2.42,1.4,3.19,348.0,0.615,,,,,,USDA FoodData Central SR Legacy
170308,"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",,,,USDA reference,,10.66,20.36,2.42,1.4,3.19,348.0,0.615,,,,,,USDA FoodData Central SR Legacy
170309,"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",,,,USDA reference,,10.84,21.35,3.15,1.2,2.99,268.0,0.932,,,,,,USDA FoodData Central SR Legacy
170310,"SUBWAY, steak & cheese sub on white bread with American cheese, lettuce and tomato",,,,USDA reference,,12.29,21.49,5.34,1.2,3.41,444.0,1.736,,,,,,USDA FoodData Central SR Legacy
170311,"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",,,,USDA reference,,12.29,21.49,5.34,1.2,3.41,444.0,1.736,,,,,,USDA FoodData Central SR Legacy
170312,"SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato",,,,USDA reference,,10.06,26.66,6.41,1.6,3.61,354.0,2.356,,,,,,USDA FoodData Central SR Legacy
170313,"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",,,,USDA reference,,10.06,26.66,6.41,1.6,3.61,354.0,2.356,,,,,,USDA FoodData Central SR Legacy
170314,"SUBWAY, oven roasted chicken sub on white bread with lettuce and tomato",,,,USDA reference,,10.84,21.35,3.15,1.2,2.99,268.0,0.932,,,,,,USDA FoodData Central SR Legacy
170315,"SUBWAY, cold cut sub on white bread with lettuce and tomato",,,,USDA reference,,10.52,20.43,10.04,1.2,3.18,575.0,3.716,,,,,,USDA FoodData Central SR Legacy
170316,"SUBWAY, tuna sub on white bread with lettuce and tomato",,,,USDA reference,,12.33,15.95,12.04,0.7,1.93,329.0,2.835,,,,,,USDA FoodData Central SR Legacy
170317,"Pizza, cheese topping, regular crust, frozen, cooked",,,,USDA reference,,10.36,29.02,12.28,2.2,3.57,447.0,4.246,,,,,,USDA FoodData Central SR Legacy
170318,"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",,,,USDA reference,,10.94,27.4,13.59,1.4,3.4,617.0,4.077,,,,,,USDA FoodData Central SR Legacy
170319,"McDONALD'S, FILET-O-FISH",,,,USDA reference,,11.26,26.39,14.64,1.4,3.67,434.0,4.005,,,,,,USDA FoodData Central SR Legacy
170320,"McDONALD'S, Cheeseburger",,,,USDA reference,,12.97,27.81,11.79,1.1,6.22,626.0,3.631,,,,,,USDA FoodData Central SR Legacy
170321,"McDONALD'S, QUARTER POUNDER",,,,USDA reference,,14.1,22.17,11.55,1.6,5.13,427.0,4.202,,,,,,USDA FoodData Central SR Legacy
170322,"WENDY'S, CLASSIC SINGLE Hamburger, with cheese",,,,USDA reference,,14.87,14.2,11.6,1.4,,476.0,4.407,,,,,,USDA FoodData Central SR Legacy
170323,"WENDY'S, Jr. Hamburger, without cheese",,,,USDA reference,,12.62,28.45,8.75,1.7,,539.0,3.531,,,,,,USDA FoodData Central SR Legacy
170324,"WENDY'S, Jr. Hamburger, with cheese",,,,USDA reference,,13.06,24.97,11.5,1.4,,660.0,4.398,,,,,,USDA FoodData Central SR Legacy
170325,"WENDY'S, CLASSIC DOUBLE, with cheese",,,,USDA reference,,16.52,11.71,14.2,1.1,,422.0,5.74,,,,,,USDA FoodData Central SR Legacy
170326,"WENDY'S, Frosty Dairy Dessert",,,,USDA reference,,3.49,23.62,2.6,3.3,,98.0,0.692,,,,,,USDA FoodData Central SR Legacy
170327,"BURGER KING, french fries",,,,USDA reference,,3.23,38.7,12.48,2.9,0.51,279.0,3.27,,,,,,USDA FoodData Central SR Legacy
170328,"BURGER KING, Hamburger",,,,USDA reference,,14.85,26.76,10.55,1.0,5.6,461.0,4.249,,,,,,USDA FoodData Central SR Legacy
170329,"BURGER KING, Cheeseburger",,,,USDA reference,,14.57,23.71,14.81,1.0,4.49,602.0,5.704,,,,,,USDA FoodData Central SR Legacy
170330,"BURGER KING, Premium Fish Sandwich",,,,USDA reference,,10.29,26.69,12.45,0.9,3.53,602.0,2.595,,,,,,USDA FoodData Central SR Legacy
170331,"BURGER KING, Original Chicken Sandwich",,,,USDA reference,,12.14,26.22,14.69,2.4,3.02,638.0,3.704,,,,,,USDA FoodData Central SR Legacy
170332,"TACO BELL, Original Taco with beef, cheese and lettuce",,,,USDA reference,,8.86,19.85,12.7,3.9,0.9,397.0,4.411,,,,,,USDA FoodData Central SR Legacy
170333,"TACO BELL, Soft Taco with beef, cheese and lettuce",,,,USDA reference,,9.25,20.23,9.75,2.9,1.57,560.0,3.243,,,,,,USDA FoodData Central SR Legacy
170334,"TACO BELL, BURRITO SUPREME with chicken",,,,USDA reference,,9.84,20.51,6.42,2.4,,564.0,2.56,,,,,,USDA FoodData Central SR Legacy
170335,"TACO BELL, BURRITO SUPREME with steak",,,,USDA reference,,9.13,20.32,7.27,2.4,,534.0,2.822,,,,,,USDA FoodData Central SR Legacy
170336,"TACO BELL, Nachos",,,,USDA reference,,4.32,34.91,21.5,3.2,2.17,313.0,14.02,,,,,,USDA FoodData Central SR Legacy
170337,"TACO BELL, Nachos Supreme",,,,USDA reference,,6.21,21.39,12.48,3.7,1.63,348.0,6.661,,,,,,USDA FoodData Central SR Legacy
170338,"POPEYES, Spicy Chicken Strips, analyzed 2006",,,,USDA reference,,19.61,18.52,11.2,1.2,0.0,997.0,5.321,,,,,,USDA FoodData Central SR Legacy
170339,"KFC, biscuit",,,,USDA reference,,7.5,43.55,17.05,2.0,4.04,1070.0,1.243,,,,,,USDA FoodData Central SR Legacy
170340,"KFC, Coleslaw",,,,USDA reference,,0.91,15.65,8.64,2.0,13.54,189.0,1.963,,,,,,USDA FoodData Central SR Legacy
170341,"KFC, Crispy Chicken Strips",,,,USDA reference,,20.25,13.66,15.42,1.4,0.0,948.0,4.308,,,,,,USDA FoodData Central SR Legacy
170342,"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breading removed",,,,USDA reference,,28.65,1.76,10.49,,,738.0,5.115,,,,,,USDA FoodData Central SR Legacy
170343,"KFC, Fried Chicken, EXTRA CRISPY, Skin and Breading",,,,USDA reference,,10.96,22.54,36.61,1.5,0.0,828.0,11.816,,,,,,USDA FoodData Central SR Legacy
170344,"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat only, skin and breading removed",,,,USDA reference,,27.25,0.25,4.82,,,477.0,1.683,,,,,,USDA FoodData Central SR Legacy
170345,"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed",,,,USDA reference,,25.9,0.0,7.43,,,526.0,2.903,,,,,,USDA FoodData Central SR Legacy
170346,"KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breading",,,,USDA reference,,18.9,8.46,17.73,0.0,0.0,781.0,8.608,,,,,,USDA FoodData Central SR Legacy
170347,"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading",,,,USDA reference,,21.7,9.93,18.9,0.0,0.0,884.0,9.595,,,,,,USDA FoodData Central SR Legacy
170348,"KFC, Fried Chicken, EXTRA CRISPY, Breast, meat and skin with breading",,,,USDA reference,,21.24,8.47,16.55,,,607.0,5.422,,,,,,USDA FoodData Central SR Legacy
170349,"KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breading",,,,USDA reference,,20.62,7.96,17.73,,,632.0,6.049,,,,,,USDA FoodData Central SR Legacy
170350,"POPEYES, Fried Chicken, Mild, Skin and Breading",,,,USDA reference,,13.96,21.54,32.32,1.0,0.0,769.0,14.151,,,,,,USDA FoodData Central SR Legacy
170351,"POPEYES, Fried Chicken, Mild, Thigh, meat only, skin and breading removed",,,,USDA reference,,24.31,0.85,9.66,,,601.0,4.107,,,,,,USDA FoodData Central SR Legacy
170352,"POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading removed",,,,USDA reference,,28.94,2.9,9.42,,,814.0,4.024,,,,,,USDA FoodData Central SR Legacy
170353,"POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading",,,,USDA reference,,21.67,9.83,16.47,0.4,0.0,540.0,7.281,,,,,,USDA FoodData Central SR Legacy
170354,"POPEYES, Fried Chicken, Mild, Drumstick, meat and skin with breading",,,,USDA reference,,20.44,9.84,19.14,,,588.0,8.488,,,,,,USDA FoodData Central SR Legacy
170355,"Yogurt parfait, lowfat, with fruit and granola",,,,USDA reference,,3.36,15.86,1.01,1.1,11.68,49.0,0.307,,,,,,USDA FoodData Central SR Legacy
170356,"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",,,,USDA reference,,27.93,0.0,4.54,0.0,0.0,512.0,2.08,,,,,,USDA FoodData Central SR Legacy
170357,"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",,,,USDA reference,,26.24,0.0,7.41,0.0,0.0,492.0,2.933,,,,,,USDA FoodData Central SR Legacy
170358,"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",,,,USDA reference,,23.21,0.24,9.41,0.0,0.0,577.0,3.908,,,,,,USDA FoodData Central SR Legacy
170359,"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",,,,USDA reference,,19.23,8.68,18.07,0.1,0.0,747.0,8.477,,,,,,USDA FoodData Central SR Legacy
170360,"Fast Foods, Fried Chicken, Wing, meat and skin and breading",,,,USDA reference,,21.14,11.19,20.09,0.1,0.0,867.0,9.753,,,,,,USDA FoodData Central SR Legacy
170361,"DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked",,,,USDA reference,,13.48,29.86,11.68,1.9,,806.0,2.905,,,,,,USDA FoodData Central SR Legacy
170362,"DIGIORNO Pizza, cheese topping, rising crust, frozen, baked",,,,USDA reference,,12.8,31.78,8.6,2.4,5.0,696.0,1.854,,,,,,USDA FoodData Central SR Legacy
170363,"DIGIORNO Pizza, supreme topping, rising crust, frozen, baked",,,,USDA reference,,11.74,27.93,10.68,2.3,4.71,712.0,3.372,,,,,,USDA FoodData Central SR Legacy
170364,"DIGIORNO Pizza, supreme topping, thin crispy crust, frozen, baked",,,,USDA reference,,11.41,28.05,10.8,2.8,,555.0,3.957,,,,,,USDA FoodData Central SR Legacy
170365,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",,,,USDA reference,,11.06,30.36,12.94,2.3,2.82,637.0,3.941,,,,,,USDA FoodData Central SR Legacy
170366,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",,,,USDA reference,,13.36,27.0,17.71,2.5,3.02,782.0,5.523,,,,,,USDA FoodData Central SR Legacy
170367,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",,,,USDA reference,,11.5,30.62,12.35,2.3,3.32,633.0,4.049,,,,,,USDA FoodData Central SR Legacy
170368,"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",,,,USDA reference,,17.34,16.78,4.57,0.9,3.08,427.0,1.339,,,,,,USDA FoodData Central SR Legacy
170369,"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",,,,USDA reference,,14.13,32.66,16.17,2.1,2.79,967.0,5.305,,,,,,USDA FoodData Central SR Legacy
170370,"DOMINO'S 14"" Pepperoni Pizza, Crunchy Thin Crust",,,,USDA reference,,13.88,25.35,19.05,2.6,3.65,783.0,5.941,,,,,,USDA FoodData Central SR Legacy
170371,"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust",,,,USDA reference,,12.77,25.3,18.52,2.6,3.42,725.0,5.602,,,,,,USDA FoodData Central SR Legacy
170372,"PIZZA HUT 14"" Sausage Pizza, Pan Crust",,,,USDA reference,,11.08,29.56,13.85,2.0,1.82,596.0,4.273,,,,,,USDA FoodData Central SR Legacy
170373,"Pizza, cheese topping, thin crust, frozen, cooked",,,,USDA reference,,11.91,28.8,11.07,3.0,3.71,471.0,3.028,,,,,,USDA FoodData Central SR Legacy
170374,"BURGER KING, Double Cheeseburger",,,,USDA reference,,16.83,17.43,16.13,,4.17,562.0,6.079,,,,,,USDA FoodData Central SR Legacy
170375,"Beet greens, raw",,,,USDA reference,,2.2,4.33,0.13,3.7,0.5,226.0,0.026,,,,,,USDA FoodData Central SR Legacy
170376,"Beet greens, cooked, boiled, drained, without salt",,,,USDA reference,,2.57,5.46,0.2,2.9,0.6,241.0,0.038,,,,,,USDA FoodData Central SR Legacy
170377,"Broadbeans, immature seeds, raw",,,,USDA reference,,5.6,11.7,0.6,4.2,,50.0,0.017,,,,,,USDA FoodData Central SR Legacy
170378,"Broadbeans, immature seeds, cooked, boiled, drained, without salt",,,,USDA reference,,4.8,10.1,0.5,3.6,,41.0,0.02,,,,,,USDA FoodData Central SR Legacy
170379,"Broccoli, raw",,,,USDA reference,,2.82,6.64,0.37,2.6,1.7,33.0,0.031,,,,,,USDA FoodData Central SR Legacy
170380,"Broccoli, frozen, spears, cooked, boiled, drained, without salt",,,,USDA reference,,3.1,5.36,0.11,3.0,1.47,24.0,0.008,,,,,,USDA FoodData Central SR Legacy
170381,"Broccoli raab, raw",,,,USDA reference,,3.17,2.85,0.49,2.7,0.38,33.0,0.044,,,,,,USDA FoodData Central SR Legacy
170382,"Broccoli raab, cooked",,,,USDA reference,,3.83,3.12,0.52,2.8,0.62,56.0,0.046,,,,,,USDA FoodData Central SR Legacy
170383,"Brussels sprouts, raw",,,,USDA reference,,3.38,8.95,0.3,3.8,2.2,25.0,0.023,,,,,,USDA FoodData Central SR Legacy
170384,"Burdock root, cooked, boiled, drained, without salt",,,,USDA reference,,2.09,21.15,0.14,1.8,3.55,4.0,0.035,,,,,,USDA FoodData Central SR Legacy
170385,"Butterbur, (fuki), raw",,,,USDA reference,,0.39,3.61,0.04,,,7.0,,,,,,,USDA FoodData Central SR Legacy
170386,"Butterbur, cooked, boiled, drained, without salt",,,,USDA reference,,0.23,2.16,0.02,,,4.0,,,,,,,USDA FoodData Central SR Legacy
170387,"Butterbur, canned",,,,USDA reference,,0.11,0.38,0.13,,,4.0,,,,,,,USDA FoodData Central SR Legacy
170388,"Cabbage, savoy, raw",,,,USDA reference,,2.0,6.1,0.1,3.1,2.27,28.0,0.007,,,,,,USDA FoodData Central SR Legacy
170389,"Cabbage, savoy, cooked, boiled, drained, without salt",,,,USDA reference,,1.8,5.41,0.09,2.8,,24.0,0.007,,,,,,USDA FoodData Central SR Legacy
170390,"Cabbage, chinese (pak-choi), raw",,,,USDA reference,,1.5,2.18,0.2,1.0,1.18,65.0,0.015,,,,,,USDA FoodData Central SR Legacy
170391,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",,,,USDA reference,,1.56,1.78,0.16,1.0,0.83,34.0,0.012,,,,,,USDA FoodData Central SR Legacy
170392,"Cabbage, kimchi",,,,USDA reference,,1.1,2.4,0.5,1.6,1.06,498.0,0.037,,,,,,USDA FoodData Central SR Legacy
170393,"Carrots, raw",,,,USDA reference,,0.93,9.58,0.24,2.8,4.74,69.0,0.012,,,,,,USDA FoodData Central SR Legacy
170394,"Carrots, cooked, boiled, drained, without salt",,,,USDA reference,,0.76,8.22,0.18,3.0,3.45,58.0,0.006,,,,,,USDA FoodData Central SR Legacy
170395,"Carrots, canned, regular pack, solids and liquids",,,,USDA reference,,0.58,5.37,0.14,1.8,2.46,240.0,0.006,,,,,,USDA FoodData Central SR Legacy
170396,"Carrots, canned, regular pack, drained solids",,,,USDA reference,,0.64,5.54,0.19,1.5,2.48,242.0,0.009,,,,,,USDA FoodData Central SR Legacy
170397,"Cauliflower, cooked, boiled, drained, without salt",,,,USDA reference,,1.84,4.11,0.45,2.3,2.08,15.0,0.032,,,,,,USDA FoodData Central SR Legacy
170398,"Cauliflower, frozen, unprepared",,,,USDA reference,,2.01,4.68,0.27,2.3,2.22,24.0,0.019,,,,,,USDA FoodData Central SR Legacy
170399,"Cauliflower, frozen, cooked, boiled, drained, without salt",,,,USDA reference,,1.61,3.75,0.22,2.7,1.05,18.0,0.015,,,,,,USDA FoodData Central SR Legacy
170400,"Celeriac, raw",,,,USDA reference,,1.5,9.2,0.3,1.8,1.6,100.0,0.058,,,,,,USDA FoodData Central SR Legacy
170401,"Chard, swiss, cooked, boiled, drained, without salt",,,,USDA reference,,1.88,4.13,0.08,2.1,1.1,179.0,0.016,,,,,,USDA FoodData Central SR Legacy
170402,"Chayote, fruit, raw",,,,USDA reference,,0.82,4.51,0.13,1.7,1.66,2.0,0.01,,,,,,USDA FoodData Central SR Legacy
170403,"Chayote, fruit, cooked, boiled, drained, without salt",,,,USDA reference,,0.62,5.09,0.48,2.8,1.89,1.0,0.0,,,,,,USDA FoodData Central SR Legacy
170404,"Chicory, witloof, raw",,,,USDA reference,,0.9,4.0,0.1,3.1,,2.0,0.002,,,,,,USDA FoodData Central SR Legacy
170405,"Chrysanthemum, garland, cooked, boiled, drained, without salt",,,,USDA reference,,1.64,4.31,0.09,2.3,2.01,53.0,0.002,,,,,,USDA FoodData Central SR Legacy
170406,"Collards, raw",,,,USDA reference,,3.02,5.42,0.61,4.0,0.46,17.0,0.03,,,,,,USDA FoodData Central SR Legacy
170407,"Collards, cooked, boiled, drained, without salt",,,,USDA reference,,2.71,5.65,0.72,4.0,0.4,15.0,0.026,,,,,,USDA FoodData Central SR Legacy
170408,"Collards, frozen, chopped, unprepared",,,,USDA reference,,2.69,6.46,0.37,3.6,,48.0,0.027,,,,,,USDA FoodData Central SR Legacy
170409,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",,,,USDA reference,,1.95,13.86,0.77,1.7,4.15,195.0,0.144,,,,,,USDA FoodData Central SR Legacy
170410,"Onions, frozen, chopped, unprepared",,,,USDA reference,,0.79,6.82,0.1,1.8,,12.0,0.014,,,,,,USDA FoodData Central SR Legacy
170411,"Onions, frozen, chopped, cooked, boiled, drained, without salt",,,,USDA reference,,0.77,6.59,0.1,1.8,2.9,12.0,0.013,,,,,,USDA FoodData Central SR Legacy
170412,"Onions, frozen, whole, unprepared",,,,USDA reference,,0.89,8.45,0.06,1.7,3.81,10.0,0.009,,,,,,USDA FoodData Central SR Legacy
170413,"Onions, frozen, whole, cooked, boiled, drained, without salt",,,,USDA reference,,0.71,6.7,0.05,1.4,2.9,8.0,0.007,,,,,,USDA FoodData Central SR Legacy
170414,"Onion rings, breaded, par fried, frozen, unprepared",,,,USDA reference,,3.15,30.53,14.1,1.8,,246.0,5.738,,,,,,USDA FoodData Central SR Legacy
170415,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",,,,USDA reference,,4.14,33.79,14.3,2.2,5.1,370.0,3.0,,,,,,USDA FoodData Central SR Legacy
170416,"Parsley, fresh",,,,USDA reference,,2.97,6.33,0.79,3.3,0.85,56.0,0.295,,,,,,USDA FoodData Central SR Legacy
170417,"Parsnips, raw",,,,USDA reference,,1.2,17.99,0.3,4.9,4.8,10.0,0.112,,,,,,USDA FoodData Central SR Legacy
170418,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",,,,USDA reference,,3.5,9.02,0.38,3.1,4.82,5.0,0.039,,,,,,USDA FoodData Central SR Legacy
170419,"Peas, green, raw",,,,USDA reference,,5.42,14.45,0.4,5.7,5.67,5.0,0.035,,,,,,USDA FoodData Central SR Legacy
170420,"Peas, green, cooked, boiled, drained, without salt",,,,USDA reference,,5.36,15.63,0.22,5.5,5.93,3.0,0.019,,,,,,USDA FoodData Central SR Legacy
170421,"Peas, green, canned, regular pack, solids and liquids",,,,USDA reference,,3.01,10.6,0.48,3.3,3.2,185.0,0.043,,,,,,USDA FoodData Central SR Legacy
170422,"Peas, mature seeds, sprouted, raw",,,,USDA reference,,8.8,27.11,0.68,,,20.0,0.061,,,,,,USDA FoodData Central SR Legacy
170423,"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt",,,,USDA reference,,7.05,17.08,0.51,,,3.0,0.045,,,,,,USDA FoodData Central SR Legacy
